iot.id,name,description,Datastreams
666046dda81c7312ce3491b0,CM2-ST-038-C04,ปากซอยสาธุประดิษฐ์ 12 (ประสานมิตร)-CAM4,
666046dea81c7312ce3491b4,CM2-ST-055-C03,ปากซอยเจริญราษฏร์ 2-CAM3,
666046dea81c7312ce3491b8,CM2-ST-061-C01,ชุมชนปู่เหลี่ยม (1)-CAM1,
666046df9efb8d1af6b4024b,CM2-ST-065-C02,ชุมชนกิ่งจันทน์ ซอยจันทน์ 49 (1)-CAM2,
666046df9efb8d1af6b4024e,CM2-ST-067-C01,ชุมชน ส.พัน 1 รอ. (1)-CAM1,
666046e0a81c7312ce3491c3,CM2-ST-067-C02,ชุมชน ส.พัน 1 รอ. (1)-CAM2,
666046e0a81c7312ce3491c7,CM2-ST-067-C03,ชุมชน ส.พัน 1 รอ. (1)-CAM3,
666046e0a9ff45d3521c4a7d,CM2-ST-067-C04,ชุมชน ส.พัน 1 รอ. (1)-CAM4,
666046e1a81c7312ce3491cd,CM2-ST-079-C01,ชุมชนมิตรสามัคคี ซอยจันทน์ 34/2 (1)-CAM1,
666046e1a81c7312ce3491d2,CM2-ST-079-C02,ชุมชนมิตรสามัคคี ซอยจันทน์ 34/2 (1)-CAM2,
666046e2a81c7312ce3491d6,CM2-ST-079-C03,ชุมชนมิตรสามัคคี ซอยจันทน์ 34/2 (1)-CAM3,
666046e3a9ff45d3521c4a88,CM2-ST-079-C04,ชุมชนมิตรสามัคคี ซอยจันทน์ 34/2 (1)-CAM4,
666046e3a9ff45d3521c4a8a,CM2-ST-081-C02,ชุมชนแสงจันทร์ใน ซอยจันทน์ 32 แยก 3 (1)-CAM2,
666046e4a81c7312ce3491e0,CM2-ST-101-C01,ชุมชนเซ็นต์หลุยส์ 3 ซอยนราธิวาสฯ 6 (1)-CAM1,
666046e4a9ff45d3521c4a8e,CM2-ST-098-C04,ชุมชนวรรัตน์สัมพันธ์ ถนนนราธิวาสฯ (2)-CAM4,
666046e59efb8d1af6b4025c,CM2-ST-108-C01,ชุมชนพัฒนสิน (2)-CAM1,
666046e5a9ff45d3521c4a97,CM2-ST-108-C02,ชุมชนพัฒนสิน (2)-CAM2,
666046e69efb8d1af6b40266,CM2-ST-108-C04,ชุมชนพัฒนสิน (2)-CAM4,
666046e6a81c7312ce3491e6,CM2-ST-108-C03,ชุมชนพัฒนสิน (2)-CAM3,
666046e7a81c7312ce3491eb,CM2-ST-111-C01,ซอยสาทร 15-CAM1,
666046e7a9ff45d3521c4a9e,CM2-ST-112-C01,โรงเรียนพระแม่มารี-CAM1,
666046e7a9ff45d3521c4aa1,CM2-ST-112-C02,โรงเรียนพระแม่มารี-CAM2,
666046e89efb8d1af6b4026d,CM2-ST-112-C03,โรงเรียนพระแม่มารี-CAM3,
666046e9a81c7312ce3491fa,CM2-WT-027-C01,ชุมชนมีสุวรรณ 3 (1)-CAM1,
666046e9a81c7312ce3491fb,CM2-WT-027-C02,ชุมชนมีสุวรรณ 3 (1)-CAM2,
666046ea9efb8d1af6b40278,CM2-WT-027-C04,ชุมชนมีสุวรรณ 3 (1)-CAM4,
666046eaa9ff45d3521c4aad,CM2-WT-027-C03,ชุมชนมีสุวรรณ 3 (1)-CAM3,
666046eba81c7312ce349203,CM2-WT-028-C01,ชุมชนมีสุวรรณ 3 (2)-CAM1,
666046eba9ff45d3521c4ab3,CM2-WT-028-C02,ชุมชนมีสุวรรณ 3 (2)-CAM2,
666046ec9efb8d1af6b4027f,CM2-WT-028-C03,ชุมชนมีสุวรรณ 3 (2)-CAM3,
666046eca81c7312ce349207,CM2-WT-028-C04,ชุมชนมีสุวรรณ 3 (2)-CAM4,
666046f09efb8d1af6b40295,CM3-BN-005-C01,หมู่บ้านแสนสุข ซอยอุดมสุข 26 ซอย แสนสุข 4-CAM1,
666046f19efb8d1af6b40296,CM3-BN-005-C02,หมู่บ้านแสนสุข ซอยอุดมสุข 26 ซอย แสนสุข 4-CAM2,
666046f1a81c7312ce349225,CM3-BN-005-C03,หมู่บ้านแสนสุข ซอยอุดมสุข 26 ซอย แสนสุข 4-CAM3,
666046f39efb8d1af6b4029d,CM3-BN-023-C03,ปากซอยลาซาล 73-CAM3,
666046f3a9ff45d3521c4aca,CM3-BN-020-C01,ปากซอยลาซาล 81 ถนนสุขุมวิท 105-CAM1,
666046f4a81c7312ce349229,CM3-BN-031-C01,ท้ายซอยบางนา-ตราด 4-CAM1,
666046f4a9ff45d3521c4ad0,CM3-BN-025-C01,ซอยลาซาล 54-CAM1,
666046f8a81c7312ce34922e,CM3-BR-015-C01,ใต้ทางด่วนแยกมหานคร-CAM1,
666046f9a9ff45d3521c4ad6,CM3-BR-015-C02,ใต้ทางด่วนแยกมหานคร-CAM2,
666046f9a9ff45d3521c4ad8,CM3-BR-015-C03,ใต้ทางด่วนแยกมหานคร-CAM3,
666046fa9efb8d1af6b402ab,CM3-KL-006-C01,บริเวณ ซ.สาธุประดิษฐ์ 16-CAM1,
666046fa9efb8d1af6b402ac,CM3-KL-006-C02,บริเวณ ซ.สาธุประดิษฐ์ 16-CAM2,
666046fba9ff45d3521c4ae0,CM3-KL-006-C03,บริเวณ ซ.สาธุประดิษฐ์ 16-CAM3,
6660474a9efb8d1af6b4045e,CM3-PK-003-C01,บริเวณ ซ.วชิรธรรมสาธิต 32 แยก 2 ถ.สุขุมวิท 101/1-CAM1,
6660474ba81c7312ce349386,CM3-PK-003-C02,บริเวณ ซ.วชิรธรรมสาธิต 32 แยก 2 ถ.สุขุมวิท 101/1-CAM2,
6660474ba9ff45d3521c4c0e,CM3-PK-003-C03,บริเวณ ซ.วชิรธรรมสาธิต 32 แยก 2 ถ.สุขุมวิท 101/1-CAM3,
6660474ca81c7312ce34938e,CM3-PK-027-C02,ปากซอยอุดมสุข 45-CAM2,
6660474ca81c7312ce349390,CM3-PK-027-C03,ปากซอยอุดมสุข 45-CAM3,
6660474ca9ff45d3521c4c11,CM3-PK-027-C01,ปากซอยอุดมสุข 45-CAM1,
6660474d9efb8d1af6b40468,CM3-PT-012-C01,ชุมชนเคหะชุมชนบ่อนไก่-CAM1,
6660474e9efb8d1af6b4046c,CM3-PT-012-C02,ชุมชนเคหะชุมชนบ่อนไก่-CAM2,
6660474ea81c7312ce349393,CM3-PT-012-C03,ชุมชนเคหะชุมชนบ่อนไก่-CAM3,
6660474fa81c7312ce349395,CM3-PT-018-C01,แยกบรรทัดทองตัดกับถนนพระรามที่ 4-CAM1,
666047509efb8d1af6b40475,CM3-PT-018-C03,แยกบรรทัดทองตัดกับถนนพระรามที่ 4-CAM3,
66604750a9ff45d3521c4c28,CM3-PT-018-C02,แยกบรรทัดทองตัดกับถนนพระรามที่ 4-CAM2,
666047519efb8d1af6b40477,CM3-PT-033-C01,หน้าอาคารอรกานต์ (ถนนชิดลม)-CAM1,
66604751a9ff45d3521c4c2f,CM3-PT-033-C02,หน้าอาคารอรกานต์ (ถนนชิดลม)-CAM2,
66604752a81c7312ce3493a0,CM3-PT-033-C03,หน้าอาคารอรกานต์ (ถนนชิดลม)-CAM3,
6661a1019efb8d1af6b5ed8f,CB-PY-28-C1,ซอยอารีย์สัมพันธ์ 3 จุดที่ 2 - CAM1,
6661a102a81c7312ce36742a,CB-PY-28-C2,ซอยอารีย์สัมพันธ์ 3 จุดที่ 2 - CAM2,
6661a102a9ff45d3521e3e8d,CB-PY-28-C3,ซอยอารีย์สัมพันธ์ 3 จุดที่ 2 - CAM3,
6662f3f8a81c7312ce3885a1,EB-KP-1-C1,ปากซอยศรีบรูพา 13-CAM1,
6663fab09efb8d1af6bad251,CB-RW-23-C1,ชุมชนซอยแดงบุหา ซอยเพชรบุรี7 แขวงทุ่งพญาไท - CAM1,
6663fab09efb8d1af6bad260,CB-RW-23-C2,ชุมชนซอยแดงบุหา ซอยเพชรบุรี7 แขวงทุ่งพญาไท - CAM2,
6663fab1a81c7312ce3b7689,CB-RW-3-C1,ใต้สะพานคนข้ามถนน ฝั่งตรงข้ามซอยเพชรบุรี 39 แขวงมักกะสัน - CAM1,
6663fab1a9ff45d352233fb9,CB-RW-23-C3,ชุมชนซอยแดงบุหา ซอยเพชรบุรี7 แขวงทุ่งพญาไท - CAM3,
6663fab29efb8d1af6bad290,CB-RW-4-C1,ชุมชนริมทางรถไฟมักกะสัน แขวงมักกะสัน - CAM1,
6663fab2a9ff45d352233fc9,CB-RW-3-C2,ใต้สะพานคนข้ามถนน ฝั่งตรงข้ามซอยเพชรบุรี 39 แขวงมักกะสัน - CAM2,
6663fab3a9ff45d352233fea,CB-RW-4-C2,ชุมชนริมทางรถไฟมักกะสัน แขวงมักกะสัน - CAM2,
6663fab3a9ff45d352233fef,CB-RW-5-C1,ชุมชนริมทางรถไฟมักกะสัน แขวงมักกะสัน - CAM1,
6663fab49efb8d1af6bad2c2,CB-RW-6-C2,ลานกีฬาชุมชนบ้านครัวเหนือ - CAM2,
6663fab4a81c7312ce3b76b6,CB-RW-5-C2,ชุมชนริมทางรถไฟมักกะสัน แขวงมักกะสัน - CAM2,
6663fab4a81c7312ce3b76bc,CB-RW-6-C1,ลานกีฬาชุมชนบ้านครัวเหนือ - CAM1,
6663fab59efb8d1af6bad2cb,CB-RW-7-C1,ชุมชนบ้านครัวเหนือ ถนนบรรทัดทอง แขวงถนนเพชรบุรี - CAM1,
6663fab59efb8d1af6bad2da,CB-RW-7-C2,ชุมชนบ้านครัวเหนือ ถนนบรรทัดทอง แขวงถนนเพชรบุรี - CAM2,
6663fab69efb8d1af6bad2e5,CB-RW-8-C1,คอนโดเดอะ มาร์ค ถนนจตุรทิศ - CAM1,
6663fab6a9ff45d352234025,CB-RW-8-C2,คอนโดเดอะ มาร์ค ถนนจตุรทิศ - CAM2,
6663fab79efb8d1af6bad30e,CB-RW-9-C2,ซอยราชวิถี 3 แขวงสามเสนใน - CAM2,
6663fab7a9ff45d352234037,CB-RW-9-C1,ซอยราชวิถี 3 แขวงสามเสนใน - CAM1,
6663fab89efb8d1af6bad326,CB-SW-1-C2,ถนนทรงสวัสดิ์ ตัด ถนนเจริญกรุง - CAM2,
6663fab8a81c7312ce3b7716,CB-SW-1-C1,ถนนทรงสวัสดิ์ ตัด ถนนเจริญกรุง - CAM1,
6663fab99efb8d1af6bad341,CB-SW-2-C2,ถนนลำพูนไชย ตัด ถนนเจริญกรุง - CAM2,
6663fab9a81c7312ce3b7727,CB-SW-2-C1,ถนนลำพูนไชย ตัด ถนนเจริญกรุง - CAM1,
6663fabaa81c7312ce3b7737,CB-SW-3-C1,ตรอกโพธิ์ ถนนเยาวราช ซอย7 - CAM1,
6663fabaa9ff45d35223407c,CB-SW-3-C2,ตรอกโพธิ์ ถนนเยาวราช ซอย7 - CAM2,
6663fabb9efb8d1af6bad374,CB-SW-4-C2,ถนนเยาวพานิช - ถนนเยาวราช - CAM2,
6663fabba81c7312ce3b7749,CB-SW-4-C1,ถนนเยาวพานิช - ถนนเยาวราช - CAM1,
6663fabca81c7312ce3b7757,CB-SW-4-C3,ถนนเยาวพานิช - ถนนเยาวราช - CAM3,
6663fabca9ff45d35223409a,CB-SW-5-C1,ปากซอบถนนเจริญกรุง 16 ชุมชนเลงบ๊วยเอี๊ยะ - CAM1,
6663fabd9efb8d1af6bad38f,CB-SW-5-C2,ปากซอบถนนเจริญกรุง 16 ชุมชนเลงบ๊วยเอี๊ยะ - CAM2,
6663fabda9ff45d3522340a4,CB-SW-5-C3,ปากซอบถนนเจริญกรุง 16 ชุมชนเลงบ๊วยเอี๊ยะ - CAM3,
6663fabea9ff45d3522340a6,CB-WL-1-C1,หมู่บ้านศิรินเทพ ถนนอินทราภรณ์ ตัดถนนประดิษฐ์มนูธรรม - CAM1,
6663fabea9ff45d3522340b1,CB-WL-1-C2,หมู่บ้านศิรินเทพ ถนนอินทราภรณ์ ตัดถนนประดิษฐ์มนูธรรม - CAM2,
6663fabf9efb8d1af6bad3c1,CB-WL-10-C1,ซอยลาดพร้าว 80 แยก 22 (ซอยรัตนพงษ์) - CAM1,
6663fabfa9ff45d3522340bd,CB-WL-1-C3,หมู่บ้านศิรินเทพ ถนนอินทราภรณ์ ตัดถนนประดิษฐ์มนูธรรม - CAM3,
6663fac09efb8d1af6bad3d5,CB-WL-11-C1,หน้าสถานีสูบน้ำคลองจิกมิตรมหาดไทย ซอยลาดพร้าว 126 - CAM1,
6663fac0a81c7312ce3b7786,CB-WL-10-C2,ซอยลาดพร้าว 80 แยก 22 (ซอยรัตนพงษ์) - CAM2,
6663fac0a9ff45d3522340d2,CB-WL-10-C3,ซอยลาดพร้าว 80 แยก 22 (ซอยรัตนพงษ์) - CAM3,
6663fac19efb8d1af6bad3e1,CB-WL-11-C3,หน้าสถานีสูบน้ำคลองจิกมิตรมหาดไทย ซอยลาดพร้าว 126 - CAM3,
6663fac1a81c7312ce3b7790,CB-WL-11-C2,หน้าสถานีสูบน้ำคลองจิกมิตรมหาดไทย ซอยลาดพร้าว 126 - CAM2,
6663fac29efb8d1af6bad3f7,CB-WL-12-C2,ซอยลาดพร้าว 122 แยก 28 - CAM2,
6663fac2a81c7312ce3b7796,CB-WL-12-C1,ซอยลาดพร้าว 122 แยก 28 - CAM1,
6663fac3a81c7312ce3b779f,CB-WL-12-C3,ซอยลาดพร้าว 122 แยก 28 - CAM3,
6663fac3a9ff45d352234108,CB-WL-13-C1,เชิงสะพานข้ามคลองลาดพร้าวถนนประชาอุทิศ - CAM1,
6663fac4a81c7312ce3b77ba,CB-WL-13-C3,เชิงสะพานข้ามคลองลาดพร้าวถนนประชาอุทิศ - CAM3,
6663fac4a9ff45d35223410d,CB-WL-13-C2,เชิงสะพานข้ามคลองลาดพร้าวถนนประชาอุทิศ - CAM2,
6663fac5a81c7312ce3b77cb,CB-WL-14-C2,ซอยลาดพร้าว 80 แยก 2 แขวงวังทองหลาง - CAM2,
6663fac5a9ff45d35223411f,CB-WL-14-C1,ซอยลาดพร้าว 80 แยก 2 แขวงวังทองหลาง - CAM1,
6663fac6a9ff45d35223412e,CB-WL-14-C3,ซอยลาดพร้าว 80 แยก 2 แขวงวังทองหลาง - CAM3,
6663fac6a9ff45d352234133,CB-WL-15-C1,เชิงสะพานข้ามคลอง ซอยลาดพร้าว 126 - CAM1,
6663fac79efb8d1af6bad453,CB-WL-15-C2,เชิงสะพานข้ามคลอง ซอยลาดพร้าว 126 - CAM2,
6663fac7a9ff45d352234143,CB-WL-16-C1,เชิงสะพานจำเนียรเสริม ถนนประชาอุทิศ แขวงพลับพลา - CAM1,
6663fac89efb8d1af6bad460,CB-WL-16-C2,เชิงสะพานจำเนียรเสริม ถนนประชาอุทิศ แขวงพลับพลา - CAM2,
6663fac8a9ff45d352234150,CB-WL-2-C1,หมู่บ้านทิวสนโครงการ 2 ซ.ลาดพร้าว 87 แยก 28 - CAM1,
6663fac99efb8d1af6bad46e,CB-WL-2-C2,หมู่บ้านทิวสนโครงการ 2 ซ.ลาดพร้าว 87 แยก 28 - CAM2,
6663fac9a81c7312ce3b780f,CB-WL-2-C3,หมู่บ้านทิวสนโครงการ 2 ซ.ลาดพร้าว 87 แยก 28 - CAM3,
6663faca9efb8d1af6bad481,CB-WL-3-C1,หมู่บ้านลาดพร้าว 87 ซอยลาดพร้าว 87 - CAM1,
6663faca9efb8d1af6bad48d,CB-WL-3-C3,หมู่บ้านลาดพร้าว 87 ซอยลาดพร้าว 87 - CAM3,
6663facaa81c7312ce3b7821,CB-WL-3-C2,หมู่บ้านลาดพร้าว 87 ซอยลาดพร้าว 87 - CAM2,
6663facb9efb8d1af6bad499,CB-WL-4-C2,ซอยลาดพร้าว 87 แยก 3 แขวงคลองเจ้าคุณสิงห์ - CAM2,
6663facba81c7312ce3b7834,CB-WL-4-C1,ซอยลาดพร้าว 87 แยก 3 แขวงคลองเจ้าคุณสิงห์ - CAM1,
6663facc9efb8d1af6bad49c,CB-WL-4-C3,ซอยลาดพร้าว 87 แยก 3 แขวงคลองเจ้าคุณสิงห์ - CAM3,
6663facc9efb8d1af6bad49f,CB-WL-5-C1,ชุมชนไดร์ฟอิน ซอยลาดพร้าว 126 แขวงวังทองหลาง - CAM1,
6663facc9efb8d1af6bad4a4,CB-WL-5-C2,ชุมชนไดร์ฟอิน ซอยลาดพร้าว 126 แขวงวังทองหลาง - CAM2,
6663facda81c7312ce3b7859,CB-WL-6-C1,ซอยลาดพร้าว 64 แยก 10 - CAM1,
6663face9efb8d1af6bad4ad,CB-WL-6-C2,ซอยลาดพร้าว 64 แยก 10 - CAM2,
6663facea81c7312ce3b786a,CB-WL-6-C3,ซอยลาดพร้าว 64 แยก 10 - CAM3,
6663facfa81c7312ce3b7882,CB-WL-7-C1,ตรงข้ามบิ๊กซี ถนนโชคชัย 4 - CAM1,
6663fad09efb8d1af6bad4c5,CB-WL-7-C2,ตรงข้ามบิ๊กซี ถนนโชคชัย 4 - CAM2,
6663fad0a9ff45d3522341a9,CB-WL-8-C1,ปากซอยสังคมสงเคราะห์ 27 แขวงสะพานสูง - CAM1,
6663fad19efb8d1af6bad4d5,CB-WL-8-C2,ปากซอยสังคมสงเคราะห์ 27 แขวงสะพานสูง - CAM2,
6663fad1a81c7312ce3b78a0,CB-WL-8-C3,ปากซอยสังคมสงเคราะห์ 27 แขวงสะพานสูง - CAM3,
6663fad29efb8d1af6bad4e6,CB-WL-9-C1,หน้าร้าน Goldon Place ซอยจำเนียรเสริม - CAM1,
6663fad29efb8d1af6bad4ed,CB-WL-9-C2,หน้าร้าน Goldon Place ซอยจำเนียรเสริม - CAM2,
6663fad3a9ff45d3522341b9,CB-WL-9-C3,หน้าร้าน Goldon Place ซอยจำเนียรเสริม - CAM3,
66647b3ea81c7312ce3c7e57,EB-KP-17-C2,ภายในซอย รามคำแหง24 แยก 8-CAM2,
666496bca81c7312ce3cc1e4,EB-PW-8-C1,เฉลิมพระเกียรติ์ ร.๙ ซอย 9 แยก 2 - CAM1,
666496da9efb8d1af6bc1908,EB-KP-1-C1,ปากซอยศรีบรูพา 13-CAM1,
666496e99efb8d1af6bc195c,EB-KP-17-C2,ภายในซอย รามคำแหง24 แยก 8-CAM2,
666498e6a9ff45d352249853,EB-PW-8-C1,เฉลิมพระเกียรติ์ ร.๙ ซอย 9 แยก 2 - CAM1,
6664cc4ba81c7312ce3dde89,CM3-KL-006-C01,บริเวณ ซ.สาธุประดิษฐ์ 16-CAM1,
6664cc4c9efb8d1af6bd4cc0,CM3-KL-006-C02,บริเวณ ซ.สาธุประดิษฐ์ 16-CAM2,
6664cc4ca9ff45d35225afa2,CM3-KL-006-C03,บริเวณ ซ.สาธุประดิษฐ์ 16-CAM3,
6664cc4f9efb8d1af6bd4d4c,AC-BN-04-A-C02,บางกอกพัฒนา-CAM2,
6664cc4fa9ff45d35225b001,AC-BN-04-A-C01,บางกอกพัฒนา-CAM1,
6664cc509efb8d1af6bd4d58,AC-BN-04-A-C03,บางกอกพัฒนา-CAM3,
6664cc50a81c7312ce3ddefa,AC-BN-04-A-C04,บางกอกพัฒนา-CAM4,
6664cc519efb8d1af6bd4d6f,AC-BN-04-B-C01,บางกอกพัฒนา-CAM1,
6664cc51a81c7312ce3ddf0b,AC-BN-04-B-C02,บางกอกพัฒนา-CAM2,
6664cc529efb8d1af6bd4da0,AC-BN-04-B-C04,บางกอกพัฒนา-CAM4,
6664cc52a81c7312ce3ddf14,AC-BN-04-B-C03,บางกอกพัฒนา-CAM3,
6664cc539efb8d1af6bd4da5,CM2-BN-015-C01,ปากซอยสุขุมวิท 103 ถนนสุขุมวิท 103 (2)-CAM1,
6664cc539efb8d1af6bd4daa,CM2-BN-015-C02,ปากซอยสุขุมวิท 103 ถนนสุขุมวิท 103 (2)-CAM2,
6664cc53a9ff45d35225b045,CM2-BN-015-C03,ปากซอยสุขุมวิท 103 ถนนสุขุมวิท 103 (2)-CAM3,
6664cc549efb8d1af6bd4dbd,CM2-BN-029-C04,ชุมชนวัดผ่องพลอยอนุสรณ์ (ลิขิต 2) (2)-CAM4,
6664cc54a81c7312ce3ddf55,CM2-BN-031-C03,ชุมชนคลองบางนา (2)-CAM3,
6664cc54a9ff45d35225b04d,CM2-BN-015-C04,ปากซอยสุขุมวิท 103 ถนนสุขุมวิท 103 (2)-CAM4,
6664cc559efb8d1af6bd4dd4,CM2-BN-039-C03,ชุมชนวงศ์สวัสดิ์ (2)-CAM3,
6664cc559efb8d1af6bd4dd9,CM2-BN-051-C03,ชุมชนหมู่บ้านจัดสรรยาสูบ (2)-CAM3,
6664cc55a81c7312ce3ddf62,CM2-BN-061-C03,ชุมชนรุ่งสว่าง (2)-CAM3,
6664cc569efb8d1af6bd4dea,CM2-BN-061-C04,ชุมชนรุ่งสว่าง (2)-CAM4,
6664cc56a81c7312ce3ddf7f,CM2-BN-068-C01,ชุมชนซอยโปษยานนท์ (1)-CAM1,
6664cc56a9ff45d35225b07c,CM2-BN-067-C02,ชุมชนพูนสิน (2)-CAM2,
6664cc579efb8d1af6bd4e09,CM2-BN-068-C04,ชุมชนซอยโปษยานนท์ (1)-CAM4,
6664cc57a9ff45d35225b08d,CM2-BN-068-C02,ชุมชนซอยโปษยานนท์ (1)-CAM2,
6664cc57a9ff45d35225b097,CM2-BN-068-C03,ชุมชนซอยโปษยานนท์ (1)-CAM3,
6664cc589efb8d1af6bd4e11,CM2-BN-075-C01,ชุมชนสยามคอนโด 2 (2)-CAM1,
6664cc589efb8d1af6bd4e14,CM2-BN-079-C01,หน้าห้างเซ็นทรัลบางนา ถนนบางนา-ตราด-CAM1,
6664cc58a9ff45d35225b0b9,CM3-BN-005-C01,หมู่บ้านแสนสุข ซอยอุดมสุข 26 ซอย แสนสุข 4-CAM1,
6664cc59a81c7312ce3ddfb9,CM3-BN-005-C02,หมู่บ้านแสนสุข ซอยอุดมสุข 26 ซอย แสนสุข 4-CAM2,
6664cc59a9ff45d35225b0c6,CM3-BN-005-C03,หมู่บ้านแสนสุข ซอยอุดมสุข 26 ซอย แสนสุข 4-CAM3,
6664cc5aa9ff45d35225b0cf,CM3-BN-020-C01,ปากซอยลาซาล 81 ถนนสุขุมวิท 105-CAM1,
6664cc5aa9ff45d35225b0dc,CM3-BN-023-C03,ปากซอยลาซาล 73-CAM3,
6664cc5aa9ff45d35225b0e9,CM3-BN-025-C01,ซอยลาซาล 54-CAM1,
6664cc5b9efb8d1af6bd4e39,CM3-BN-031-C01,ท้ายซอยบางนา-ตราด 4-CAM1,
6664d9b4a81c7312ce3e1caa,CM2-BR-009-C01,ปากซอยปราโมทย์ 2 ตัดถนนมเหสักข์-CAM1,
6664d9b59efb8d1af6bd81a7,CM2-BR-009-C02,ปากซอยปราโมทย์ 2 ตัดถนนมเหสักข์-CAM2,
6664d9b7a9ff45d35225e637,CM2-BR-009-C03,ปากซอยปราโมทย์ 2 ตัดถนนมเหสักข์-CAM3,
6664d9b8a9ff45d35225e653,CM2-BR-009-C04,ปากซอยปราโมทย์ 2 ตัดถนนมเหสักข์-CAM4,
6664d9b9a9ff45d35225e670,CM2-BR-028-C01,ชุมชนซอยสันติภาพ (2)-CAM1,
6664d9bba9ff45d35225e690,CM2-BR-028-C02,ชุมชนซอยสันติภาพ (2)-CAM2,
6664d9bc9efb8d1af6bd8221,CM2-BR-028-C03,ชุมชนซอยสันติภาพ (2)-CAM3,
6664d9bea81c7312ce3e1d7c,CM2-BR-028-C04,ชุมชนซอยสันติภาพ (2)-CAM4,
6664d9bf9efb8d1af6bd8248,CM2-BR-033-C01,ชุมชนจอมสมบูรณ์ (1)-CAM1,
6664d9c0a9ff45d35225e6e9,CM2-BR-033-C02,ชุมชนจอมสมบูรณ์ (1)-CAM2,
6664d9c2a81c7312ce3e1deb,CM2-BR-033-C03,ชุมชนจอมสมบูรณ์ (1)-CAM3,
6664d9c3a81c7312ce3e1e19,CM2-BR-033-C04,ชุมชนจอมสมบูรณ์ (1)-CAM4,
6664d9c4a81c7312ce3e1e30,CM2-BR-052-C04,ชุมชนหลังโรงพยาบาลเลิดสิน (2)-CAM4,
6664d9c6a9ff45d35225e754,CM2-BR-055-C01,ปากซอยศาลาแดง 1 ถนนศาลาแดง-CAM1,
6664d9c79efb8d1af6bd82e4,CM2-BR-055-C02,ปากซอยศาลาแดง 1 ถนนศาลาแดง-CAM2,
6664d9c9a9ff45d35225e799,CM2-BR-055-C03,ปากซอยศาลาแดง 1 ถนนศาลาแดง-CAM3,
6664d9caa9ff45d35225e7c7,CM2-BR-055-C04,ปากซอยศาลาแดง 1 ถนนศาลาแดง-CAM4,
6664d9cb9efb8d1af6bd8335,CM2-BR-084-C01,ตลาดน้อย-CAM1,
6664d9cea81c7312ce3e1f2a,CM2-BR-084-C02,ตลาดน้อย-CAM2,
6664d9cfa9ff45d35225e84f,CM2-BR-084-C03,ตลาดน้อย-CAM3,
6664d9d2a81c7312ce3e1f8c,CM2-BR-084-C04,ตลาดน้อย-CAM4,
6664d9d4a9ff45d35225e8a9,CM3-BR-015-C01,ใต้ทางด่วนแยกมหานคร-CAM1,
6664d9d5a9ff45d35225e8e3,CM3-BR-015-C02,ใต้ทางด่วนแยกมหานคร-CAM2,
6664d9d69efb8d1af6bd842d,CM3-BR-015-C03,ใต้ทางด่วนแยกมหานคร-CAM3,
6664d9d89efb8d1af6bd844e,AC-PT-06-A-C01,โรงเรียนฝึกอาชีพกรุงเทพมหานคร (บ่อนไก่)-CAM1,
6664d9d99efb8d1af6bd8479,AC-PT-06-A-C02,โรงเรียนฝึกอาชีพกรุงเทพมหานคร (บ่อนไก่)-CAM2,
6664d9daa9ff45d35225e984,AC-PT-06-A-C03,โรงเรียนฝึกอาชีพกรุงเทพมหานคร (บ่อนไก่)-CAM3,
6664d9dca9ff45d35225e9a6,AC-PT-06-A-C04,โรงเรียนฝึกอาชีพกรุงเทพมหานคร (บ่อนไก่)-CAM4,
6664d9dda9ff45d35225e9c7,AC-PT-06-B-C01,โรงเรียนฝึกอาชีพกรุงเทพมหานคร (บ่อนไก่)-CAM1,
6664d9dfa81c7312ce3e2130,AC-PT-06-B-C02,โรงเรียนฝึกอาชีพกรุงเทพมหานคร (บ่อนไก่)-CAM2,
6664d9e0a81c7312ce3e2155,AC-PT-06-B-C03,โรงเรียนฝึกอาชีพกรุงเทพมหานคร (บ่อนไก่)-CAM3,
6664d9e19efb8d1af6bd8518,AC-PT-06-B-C04,โรงเรียนฝึกอาชีพกรุงเทพมหานคร (บ่อนไก่)-CAM4,
6664d9e39efb8d1af6bd8533,AC-PT-08-A-C01,สถาบันเทคโนโลยีปทุมวัน-CAM1,
6664d9e49efb8d1af6bd855c,AC-PT-08-A-C02,สถาบันเทคโนโลยีปทุมวัน-CAM2,
6664d9e5a81c7312ce3e21ef,AC-PT-08-A-C03,สถาบันเทคโนโลยีปทุมวัน-CAM3,
6664d9e6a9ff45d35225eb09,AC-PT-08-A-C04,สถาบันเทคโนโลยีปทุมวัน-CAM4,
6664d9e8a81c7312ce3e224e,AC-PT-08-B-C01,สถาบันเทคโนโลยีปทุมวัน-CAM1,
6664d9e9a9ff45d35225eb6e,AC-PT-08-B-C02,สถาบันเทคโนโลยีปทุมวัน-CAM2,
6664d9eb9efb8d1af6bd8619,AC-PT-08-B-C03,สถาบันเทคโนโลยีปทุมวัน-CAM3,
6664d9eca9ff45d35225ebbd,AC-PT-08-B-C04,สถาบันเทคโนโลยีปทุมวัน-CAM4,
6664d9eda81c7312ce3e2310,CM2-PT-043-C01,หน้าสมาคมราชกีฑาสโมสรประตู 1 ถนนอังรีดูนัง-CAM1,
6664d9efa81c7312ce3e2349,CM2-PT-043-C02,หน้าสมาคมราชกีฑาสโมสรประตู 1 ถนนอังรีดูนัง-CAM2,
